5,0.000004,0.000003,0.000004,0.000003,0.000003,0.000002,0.000002,0.000002,0.000002,0.000002,
10,0.000019,0.000018,0.000019,0.000018,0.000019,0.000019,0.000019,0.000018,0.000019,0.000019,
15,0.000065,0.000065,0.000065,0.000065,0.000064,0.000064,0.000064,0.000064,0.000064,0.000065,
20,0.000158,0.000157,0.000158,0.000157,0.000156,0.000157,0.000158,0.000156,0.000157,0.000156,
25,0.000341,0.000314,0.000314,0.000315,0.000314,0.000315,0.000314,0.000315,0.000314,0.000315,
30,0.000545,0.000511,0.000290,0.000291,0.000291,0.000290,0.000291,0.000302,0.000315,0.000328,
35,0.000512,0.000476,0.000491,0.000489,0.000479,0.000479,0.000486,0.000481,0.000477,0.000476,
40,0.000730,0.000713,0.000713,0.000713,0.000713,0.000713,0.000683,0.000629,0.000629,0.000630,
45,0.000897,0.000903,0.000897,0.000949,0.000897,0.000897,0.000909,0.000897,0.000898,0.000897,
50,0.001254,0.001232,0.001232,0.001243,0.001232,0.001232,0.001241,0.001232,0.001232,0.001240,
55,0.001651,0.001644,0.001652,0.001643,0.001649,0.001643,0.001643,0.001656,0.001643,0.001648,
60,0.002137,0.002141,0.002138,0.002140,0.002137,0.002140,0.002137,0.002140,0.002143,0.002137,
65,0.002722,0.002718,0.002722,0.002722,0.002721,0.002718,0.002722,0.002722,0.002718,0.002722,
70,0.003400,0.003540,0.003403,0.003398,0.003404,0.003402,0.003401,0.003403,0.003402,0.003400,
75,0.004186,0.004190,0.004186,0.004187,0.004187,0.004188,0.004189,0.004190,0.004190,0.004190,
80,0.005084,0.005086,0.005083,0.005082,0.005083,0.005090,0.005087,0.005086,0.005088,0.005083,
85,0.006100,0.006103,0.006101,0.006106,0.006103,0.006101,0.006114,0.006109,0.006110,0.006113,
90,0.007253,0.007253,0.007253,0.007253,0.007246,0.007247,0.007246,0.007247,0.007250,0.007244,
95,0.008535,0.008532,0.008543,0.008533,0.008528,0.008532,0.008536,0.008538,0.008553,0.008528,
100,0.009954,0.009973,0.009952,0.009970,0.009971,0.009969,0.009953,0.009964,0.009958,0.009955,
105,0.011584,0.011531,0.011524,0.011656,0.011546,0.011537,0.011537,0.011532,0.011525,0.011531,
110,0.013272,0.013278,0.013267,0.013258,0.013279,0.013274,0.013262,0.013263,0.013265,0.013264,
115,0.015165,0.015151,0.015154,0.015146,0.015157,0.015163,0.015152,0.015150,0.015152,0.015161,
120,0.017227,0.017229,0.017231,0.017238,0.017230,0.017224,0.017222,0.017233,0.017222,0.017224,
125,0.019468,0.019471,0.019482,0.019586,0.019499,0.019481,0.019481,0.019483,0.019479,0.019480,
130,0.021922,0.021919,0.021924,0.021916,0.021914,0.021911,0.021931,0.021913,0.021915,0.021917,
135,0.024552,0.024552,0.024543,0.024541,0.024538,0.024535,0.024561,0.024555,0.024544,0.024538,
140,0.027521,0.027403,0.027379,0.027387,0.027391,0.027379,0.027379,0.027387,0.027396,0.027387,
145,0.030424,0.030425,0.030439,0.030420,0.030420,0.030426,0.030443,0.030424,0.030418,0.030460,
150,0.033799,0.033705,0.033687,0.033692,0.033700,0.033692,0.033696,0.033687,0.033687,0.033716,
155,0.037173,0.037179,0.037186,0.037171,0.037170,0.037184,0.037177,0.037261,0.037201,0.037178,
160,0.040899,0.040908,0.040901,0.040908,0.040898,0.040906,0.040899,0.040892,0.040911,0.040892,
165,0.044855,0.044883,0.044971,0.044862,0.044873,0.044856,0.044860,0.044857,0.044856,0.044869,
170,0.049110,0.049099,0.049108,0.049094,0.049111,0.049208,0.049109,0.049097,0.049129,0.049097,
175,0.053530,0.053521,0.053554,0.053551,0.053544,0.053529,0.053676,0.053535,0.053530,0.053525,
180,0.058283,0.058286,0.058297,0.058283,0.058312,0.058284,0.058268,0.058396,0.058284,0.058277,
185,0.063291,0.063308,0.063299,0.063285,0.063273,0.063286,0.063256,0.063388,0.063285,0.063260,
190,0.068560,0.068561,0.068594,0.068568,0.068546,0.068614,0.068707,0.068577,0.068578,0.068541,
195,0.074250,0.074208,0.074231,0.074198,0.074342,0.074210,0.074199,0.074194,0.074197,0.074239,
200,0.080012,0.079998,0.080165,0.079992,0.080018,0.079990,0.079986,0.079980,0.079991,0.080101,
205,0.086281,0.086285,0.086259,0.086288,0.086250,0.086255,0.086398,0.086228,0.086241,0.086282,
